,mlod.name,sample.name,site,community,type,samplings,period,season,year,ssnyear,EC,Be,Al,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Se,Mo,Ag,Cd,Sn,Sb,Ba,Pb,pollution_index,pollution_index_selected_analytes,pli_contaminants
130,IW.2.3.DM,D317IWA22-20190226,D317,Dewey-Humboldt,A,Last Winter,Last,Winter,Water Year 2,Winter Water Year 2,33.81,0.380331928,0.340205165,1.560078698,0.834014483,0.081374158,0.198212764,0.749759182,2.447621958,5.810896593,3.520562643,0.848919073,0.092654391,0.634587038,0.214205985,0.782739068,23.00788297,0.448823706,1.473706338,4.511239208,0.861274963,0.773824349,1.06221872
131,IW.3.2.DM,T170IWA31-20191210,T170,Tucson,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,21.92,1.168566653,1.275330207,2.462850206,1.574875516,1.492687251,1.655062139,2.404341378,1.39274681,40.636201,90.38079687,3.757541009,0.190772487,6.603466922,0.272625799,7.720359074,0.87547181,2.284158029,2.331263781,4.491485561,2.500935316,3.01738814,4.095927854
132,IW.1.2.DM,T110IWA11-20180116,T110,Tucson,A,First Winter,First,Winter,Water Year 1,Winter Water Year 1,479.5,0.569676243,2.683775688,5.042090789,1.625818809,5.222986476,2.907248893,7.73103957,10.58914604,14.59269756,11.59495809,5.33352297,0.176255946,22.42725453,0.1926296,2.934919429,0.633856477,1.859167358,8.920974355,4.46185509,3.037736643,3.37693503,4.477291593
133,IW.2.6.DM,T020IWA24-20190917,T020,Tucson,A,Last Monsoon,Last,Monsoon,Water Year 2,Monsoon Water Year 2,48.61,0.619888091,0.672993351,3.963241532,1.785510438,0.221632841,1.402362525,1.015242093,2.610354338,8.626843724,18.6991962,2.072295904,0.342910402,13.18240084,0.331045613,2.724517816,2.883195686,1.551244552,4.739035502,4.422347795,1.945661173,1.891077126,2.269474882
134,IW.1.4.DM,T157IWA13-20180619,T157,Tucson,A,First Monsoon,First,Monsoon,Water Year 1,Monsoon Water Year 1,131.3,0.268952919,1.561274307,2.468818944,1.504178702,5.613185139,3.405428132,5.037018508,7.908678281,16.55637986,8.061449232,2.122297682,0.080515362,15.28406152,1.332361228,4.557293317,0.586780097,2.619727156,11.85873069,4.405063354,2.735917117,2.751644789,3.72052799
135,IW.3.2.DM,D305IWA31-20191210,D305,Dewey-Humboldt,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,36.61,1.168566653,1.917679719,1.044529018,178.7381825,2.397948151,10.62782377,10.60057244,172.138543,6.636444661,5.147740642,1.833398521,0.125733814,45.01806242,0.272625799,1.423520422,0.858167054,0.587817964,5.544968656,4.380371294,3.576567569,4.652434913,5.99282499
136,IW.3.1.DM,H218IWA31-20191203,H218,Hayden/Winkelman,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,27.79,0.766871866,0.652499064,0.529725431,0.333730552,2.033289764,1.188650851,3.655076015,1.239824538,21.76882089,28.89434428,4.461269734,0.178313409,6.399025222,1.823282399,8.497746562,0.139554486,1.336556576,4.501340932,4.360617647,1.888321437,2.266970542,3.029168713
137,IW.3.1.DM,T157IWA31-20191203,T157,Tucson,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,66.48,0.766871866,0.879692875,1.573508357,0.725058216,0.493353001,1.227638792,0.977583734,2.255747786,12.87480951,5.958497656,0.967997381,0.183342761,10.38563838,2.28616206,1.576181298,0.843002133,1.218535389,5.942364266,4.343333206,1.652077888,1.576033226,1.960491839
138,IW.2.3.DM,T111IWA22-20190226,T111,Tucson,A,Last Winter,Last,Winter,Water Year 2,Winter Water Year 2,31.7,0.658049096,0.527191137,2.644896692,1.181260603,0.236247555,1.507774364,0.883352637,2.409535656,10.78555841,4.728606776,1.740802636,0.032004971,5.928809311,0.214205985,1.634767022,2.252409408,0.981921023,3.02986298,4.333456382,1.297419978,1.265961224,1.740681137
139,IW.1.2.DM,G416IWA12-20180227,G416,Globe/Miami,A,Last Winter,Last,Winter,Water Year 1,Winter Water Year 1,31.97,0.269318096,3.862685154,1.451895335,0.784110849,2.363894449,1.519807679,3.856147795,2.087533286,8.140598584,3.261638247,1.379863877,0.034862558,1.59423638,0.121688473,1.447180041,0.496162717,1.093459624,1.701744567,4.306295117,1.227098458,1.404651287,1.951577122
140,"IW.3.4,5,6.DM",T037IWA32-20200303,T037,Tucson,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,250.6,0.730354158,6.960250257,0.779666303,4.801145455,1.855926735,1.035587085,3.385844308,3.638395955,8.570738516,14.16801928,0.759286256,0.182885548,13.39910904,0.389465428,2.503413041,0.425082965,1.354479018,2.866447963,4.301356705,2.031352741,2.402470565,3.277650433
141,IW.1.2.DM,D303IWA12-20180227,D303,Dewey-Humboldt,A,Last Winter,Last,Winter,Water Year 1,Winter Water Year 1,67.1,0.409728683,12.36488653,1.365348645,1.163794331,2.060248944,6.315083688,5.802113673,2.576307493,1.691438452,17.50167087,3.038996942,0.049870603,0.476758045,0.44632738,1.904036021,0.366377045,1.616642398,1.841390127,4.289010676,1.648416381,2.076364942,2.633972836
142,IW.2.6.DM,D305IWA24-20190910,D305,Dewey-Humboldt,A,Last Monsoon,Last,Monsoon,Water Year 2,Monsoon Water Year 2,72.76,0.465783364,0.405006149,2.625498296,0.849817301,0.678803784,6.647203181,2.559405209,7.45279679,9.543228796,1.763922446,2.544534917,0.342910402,1.430683019,0.331045613,0.309828347,1.181561317,1.097654238,4.460487177,4.266787822,1.488990373,1.604450454,1.622293063
143,IW.2.4.DM,T160IWA23-20190716,T160,Tucson,A,First Monsoon,First,Monsoon,Water Year 2,Monsoon Water Year 2,36.63,0.319529944,0.824651075,1.237020794,1.015954816,15.25322049,2.820609025,7.063072298,4.9916138,7.806639009,5.88567517,1.703764282,0.548656643,17.41434404,0.467358513,2.411591185,1.55277625,0.7231896,4.0742335,4.247034175,2.311867675,2.430054207,2.744654187
144,IW.1.6.DM,T106IWA14-20180925,T106,Tucson,A,Last Monsoon,Last,Monsoon,Water Year 1,Monsoon Water Year 1,NA,0.122133474,0.479371134,0.769967105,0.164037404,0.131617556,0.134797194,0.923737393,2.2372817,25.85114273,9.070445237,0.849289456,0.060077902,9.62102642,0.148600534,1.088342483,6.539523226,0.62957344,11.11593516,4.175427203,0.998100492,0.893219441,1.355774069
145,IW.1.2.DM,T157IWA12-20180220,T157,Tucson,A,Last Winter,Last,Winter,Water Year 1,Winter Water Year 1,107.2,0.229878971,1.795299547,1.974159844,1.021153111,0.646878439,0.855087361,2.993924735,3.748038339,7.632980031,3.877392826,1.82080548,0.117732571,11.48144589,0.163108121,2.724799478,0.48797552,2.186919249,8.159608933,4.064312937,1.579538768,1.613143593,2.168086312
146,IW.1.2.DM,T128IWA12-20180220,T128,Tucson,A,Last Winter,Last,Winter,Water Year 1,Winter Water Year 1,804.5,0.034691822,1.093223827,1.74436346,0.884333981,2.620716115,2.416289643,9.581581552,15.7654207,3.46783622,444.0553386,2.798247641,0.25878305,41.95143692,0.09946947,9.503280378,10.23399566,6.656089884,8.883834578,4.034682466,3.271901145,2.948298081,3.745292577
147,IW.1.2.DM,H215IWA11-20180116,H215,Hayden/Winkelman,A,First Winter,First,Winter,Water Year 1,Winter Water Year 1,35.66,0.096881479,1.488080425,0.667528652,0.502155317,3.867932935,1.244244766,5.747585733,1.597316416,25.38359933,98.06761487,6.840983976,0.438239493,8.140868509,0.150664701,43.26330368,5.618463617,3.765619456,39.6281417,4.027274849,3.14531399,3.746758757,5.03385442
148,IW.2.6.DM,G401IWA24-20190917,G401,Globe/Miami,A,Last Monsoon,Last,Monsoon,Water Year 2,Monsoon Water Year 2,24.17,1.862403103,1.33954564,2.668025549,1.252997077,4.726369995,1.533766324,11.64001131,3.889419308,9.404301613,35.47264221,1.896363723,0.342910402,2.219010216,0.331045613,18.13340814,10.45728284,1.090980989,6.833718906,4.009990407,3.121605289,3.441520814,4.567835825
149,"IW.3.4,5,6.DM",G429IWA32-20200225,G429,Globe/Miami,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,37.42,4.639574788,17.67973831,1.272833218,1.036955928,7.351342823,1.500795041,35.4942813,14.36026698,16.14494166,17.17801538,1.689504516,0.182885548,1.939742853,0.658780771,36.36258141,0.279108973,0.876674342,2.913615479,3.995175172,3.294964047,4.660098181,6.933728412
150,IW.2.5.DM,T169IWA23-20190730,T169,Tucson,A,First Monsoon,First,Monsoon,Water Year 2,Monsoon Water Year 2,57.3,0.776914235,1.403175521,4.448947525,5.971801536,0.192119633,0.281820236,1.741486101,2.638630532,5.276561274,3.264874802,1.78413751,0.262897975,13.16195667,0.192785387,1.343528376,3.473045981,1.293085121,1.787537451,3.980359936,1.585331153,1.389305391,1.868573077
151,IW.1.1.DM,T194IWA11-20171219,T194,Tucson,A,First Winter,First,Winter,Water Year 1,Winter Water Year 1,28.04,0.071574707,0.28535855,0.608438153,0.760822487,0.126764904,0.291928221,0.419865142,1.829585151,2.933500901,22.10567028,0.897068933,0.454127675,6.055563165,0.071583746,1.434223583,13.04369265,0.990310251,6.499460916,3.958137083,1.020371407,1.001939642,1.20440202
152,IW.2.4.DM,T033IWA23-20190618,T033,Tucson,A,First Monsoon,First,Monsoon,Water Year 2,Monsoon Water Year 2,NA,0.323364303,0.485226644,6.808837014,2.753017143,0.3822528,1.350137938,3.387548306,4.333759496,4.32277273,35.44027666,8.8003129,0.899453984,40.4344795,0.467358513,3.839054877,2.503607483,1.679561609,30.85572645,3.938383436,2.976631555,2.762854368,3.265397644
153,IW.3.1.DM,G422IWA31-20191203,G422,Globe/Miami,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,38.91,0.766871866,0.840460954,0.529725431,0.228724989,1.651604525,0.840647383,3.360284336,33.00812825,215.4172838,3.837745027,0.296306832,0.113160433,1.166544342,1.130033938,189.4459509,0.708471609,0.51231491,3.110827693,3.918629788,1.963184752,2.713545899,4.029425784
154,IW.1.2.DM,G410IWA12-20180220,G410,Globe/Miami,A,Last Winter,Last,Winter,Water Year 1,Winter Water Year 1,21.4,0.441133911,2.865296516,0.628358814,0.329156053,2.197882654,1.308262002,3.09105263,2.19717567,12.13475509,5.791815076,1.364307768,0.089842525,1.295751497,0.141999095,3.475710725,0.274457156,0.796404682,4.022237813,3.896406935,1.271783621,1.728934661,2.320280249
155,IW.2.4.DM,T113IWA23-20190716,T113,Tucson,A,First Monsoon,First,Monsoon,Water Year 2,Monsoon Water Year 2,NA,0.356412829,0.440919948,21.64413344,7.032253758,0.912639202,3.422274773,30.80828641,29.02637851,23.96226738,15.58401207,25.38979164,0.788351014,80.01848153,0.467358513,1.18298096,29.84605279,3.330904906,31.98848964,3.866776464,5.750229448,4.153747324,4.916983707
156,IW.3.2.DM,H217IWA31-20191210,H217,Hayden/Winkelman,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,11.56,1.168566653,0.858027485,1.044529018,0.830063779,0.743931488,1.123430284,1.784086055,0.826934402,25.14047676,8.673967256,3.746429503,0.125733814,8.71330527,0.272625799,11.26930195,0.786808194,1.084498403,6.726013554,3.85689964,1.792245895,2.118124885,2.900603539
157,"IW.3.4,5,6.DM",T101IWA32-20200218,T101,Tucson,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,42,0.730354158,0.7645345,2.146507132,0.632320629,0.756559736,0.786738132,1.547741512,2.496383965,19.79712357,4.294908414,3.361230622,0.182885548,11.40784688,0.389465428,0.976804278,2.23845396,1.381553346,2.681491875,3.849492023,1.643792541,1.541065402,1.988451208
158,"IW.3.4,5,6.DM",G410IWA32-20200225,G410,Globe/Miami,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,13.5,0.730354158,0.745601682,0.470038058,0.505482226,0.503711002,0.762190169,0.818771107,0.655257511,6.043332457,4.312709466,0.759286256,0.182885548,1.12892707,0.705516622,2.353005462,0.860399926,2.335637384,2.212045098,3.842084405,1.0611261,1.131998986,1.38494441
159,IW.1.3.DM,T105IWA12-20180306,T105,Tucson,A,Last Winter,Last,Winter,Water Year 1,Winter Water Year 1,23.78,0.060345512,0.548075791,0.977380724,0.315224621,0.605020764,0.341746145,0.888464631,1.518547019,13.21411244,7.143885905,1.170226793,0.042486599,4.689892607,1.172096204,1.811369179,1.641160758,0.835872187,3.832824952,3.834676787,1.053221957,0.933544796,1.3545659
160,"IW.3.4,5,6.DM",T023IWA32-20200225,T023,Tucson,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,35.27,3.228165378,0.663819717,2.364366042,1.741428895,3.513206877,1.149662911,3.419924271,2.234973439,33.85014245,10.67253994,3.270486654,0.182885548,7.969137481,0.389465428,1.221850334,3.298137692,1.161717435,0.960434625,3.797638698,2.196810289,2.223340529,2.962553298
161,"IW.3.4,5,6.DM",T188IWA32-20200225,T188,Tucson,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,38.68,0.730354158,0.693878005,1.268356665,0.176742037,0.21113295,0.418518694,0.756915975,1.206066225,11.74201863,8.326037599,1.378567534,0.182885548,8.104069003,0.389465428,0.535158053,1.062474822,1.21453144,3.570246731,3.790231081,1.104964955,1.041843637,1.325877891
162,IW.2.6.DM,T166IWA24-20190924,T166,Tucson,A,Last Monsoon,Last,Monsoon,Water Year 2,Monsoon Water Year 2,NA,0.292141663,0.638836206,1.731679894,0.71632508,2.204977176,4.502866456,1.976637845,2.974770999,5.231142772,2.065731194,1.851917698,0.342910402,19.91262162,0.331045613,0.563887591,1.08201245,1.239889788,3.907104505,3.772946639,1.591372894,1.516953861,1.572985234
163,"IW.3.4,5,6.DM",T141IWA32-20200218,T141,Tucson,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,50.53,0.730354158,0.469807133,0.994540844,0.301916986,0.65056759,0.871693335,1.197740294,1.710421191,2.893425752,9.596385415,2.774172711,0.182885548,12.00890548,0.389465428,1.778133048,0.533377246,1.12224993,4.668469927,3.691462844,1.299279919,1.336422732,1.664710878
164,IW.1.7.DM,T143IWA14-20180911,T143,Tucson,A,Last Monsoon,Last,Monsoon,Water Year 1,Monsoon Water Year 1,25.46,0.104075467,0.414765334,0.529277775,0.353276142,1.455795741,0.985287828,2.440125339,1.507582781,4.453684883,13.97382598,0.949478204,0.028575867,6.44809123,0.029209907,1.232553495,0.359120211,0.557121015,2.621696835,3.632201902,0.834038296,0.967812734,1.330934856
165,IW.1.2.DM,T181IWA12-20180220,T181,Tucson,A,Last Winter,Last,Winter,Water Year 1,Winter Water Year 1,50.97,1.35389402,4.124231293,4.795134285,2.384977842,0.707323759,2.110402777,3.627812044,2.31085751,4.416281411,3.710710246,8.576230859,0.83670138,16.56386656,1.048051466,3.639074762,1.530447533,10.19863214,7.899630496,3.622325078,3.133090161,2.768968749,3.16439585
166,IW.1.3.DM,T138IWA13-20180717,T138,Tucson,A,First Monsoon,First,Monsoon,Water Year 1,Monsoon Water Year 1,NA,0.534984421,2.04162136,4.643677578,2.551323288,7.225060346,5.484784956,7.652655656,1.802463087,3.181966824,493.4128015,3.461234177,0.289302076,12.54454274,11.38017979,5.205116224,2.070058213,1.731422293,10.55883851,3.607509843,4.308583487,3.975921904,4.90002457
167,IW.3.2.DM,T121IWA31-20191210,T121,Tucson,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,57.12,1.168566653,0.919510347,3.445453576,2.605385559,0.257814899,1.325108643,1.126683571,1.17548177,2.83197719,2.446026401,5.365005571,0.278443246,25.99271779,0.272625799,1.06411954,5.687310497,0.859133229,8.790985136,3.575410166,1.771504634,1.582107847,1.882892556
168,IW.2.2.DM,H214IWA21-20181204,H214,Hayden/Winkelman,A,First Winter,First,Winter,Water Year 2,Winter Water Year 2,90.47,0.15373955,0.566227874,1.115407773,0.559544496,4.398603117,2.435542947,5.672609815,2.825022585,61.8225964,5.498906854,4.874247381,0.666503518,8.44753106,0.371744751,15.06329089,0.223287178,0.889830177,5.065865537,3.543310489,2.130209095,2.717238235,3.118407861
169,IW.3.2.DM,H205IWA31-20191210,H205,Hayden/Winkelman,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,23.16,1.168566653,0.442286233,1.044529018,0.978319158,0.602041065,0.641616353,1.484182382,1.805059881,25.80305255,7.117993465,10.10961871,0.125733814,9.248942525,0.272625799,5.376930125,1.042937194,1.274781351,6.659161956,3.51861843,1.77430408,2.036599167,2.913792474
170,IW.1.6.DM,T128IWA14-20180925,T128,Tucson,A,Last Monsoon,Last,Monsoon,Water Year 1,Monsoon Water Year 1,NA,0.294880491,1.898356534,3.114188658,0.629201652,2.609364881,3.383768165,2.859308882,2.314608434,4.731539249,24.12042574,4.98721436,0.436410638,30.00386395,0.044184853,5.560010512,0.789041065,1.32244742,2.567844159,3.488987959,2.079254603,2.4029626,2.720089548
171,IW.3.3.DM,T044IWA31-20191217,T044,Tucson,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,466.4,0.328659371,0.268377569,2.532236777,0.116441813,1.380735708,0.995155147,2.763884986,3.075757405,4.028888305,16.56306994,2.037109468,0.163339655,17.34892269,0.105155665,1.753628442,0.88561277,1.342467169,4.438203311,3.45194987,1.369465853,1.284420947,1.585627715
172,IW.2.1.DM,H205IWA21-20181218,H205,Hayden/Winkelman,A,First Winter,First,Winter,Water Year 2,Winter Water Year 2,73.82,0.045647135,0.487764032,0.961712789,0.503194976,2.13261306,0.323455506,2.46738931,1.141434925,27.19766773,2.420133961,12.64859788,0.106405098,16.36760253,0.059607684,12.93110854,0.077024773,1.264294816,10.42142133,3.390219722,1.259803435,1.571671694,2.317844288
173,IW.2.2.DM,T114IWA21-20181204,T114,Tucson,A,First Winter,First,Winter,Water Year 2,Winter Water Year 2,NA,0.076687187,0.383731127,1.170618592,0.537087861,0.181335961,2.011248261,1.406480066,3.055560124,5.142977445,5.409901593,1.154855876,0.285987275,12.45867722,0.199016833,0.916810244,1.355539243,0.525089417,4.67961186,3.370466075,1.106161128,1.067596598,1.136075935
174,IW.2.6.DM,T102IWA24-20190910,T102,Tucson,A,Last Monsoon,Last,Monsoon,Water Year 2,Monsoon Water Year 2,69.94,0.619888091,7.899083788,3.120157396,3.576427104,11.53001578,8.52921364,10.65339638,8.817555939,4.376206262,3.28510327,1.911179064,0.342910402,4.550872251,0.331045613,1.762923292,3.305580598,0.593537892,7.684219792,3.363058457,2.907356064,3.343207291,3.776538686
175,IW.2.6.DM,T114IWA24-20190917,T114,Tucson,A,Last Monsoon,Last,Monsoon,Water Year 2,Monsoon Water Year 2,73.59,0.61879256,0.49030142,5.033883775,1.549299904,0.292719943,1.501998373,1.855653977,3.05844545,8.757755877,3.218753894,2.390825748,0.342910402,18.36704236,0.331045613,0.719928413,1.916548278,1.561731087,0.206348599,3.350712428,1.454587415,1.164869265,1.2721052
176,IW.1.6.DM,T002IWA14-20180925,T002,Tucson,A,Last Monsoon,Last,Monsoon,Water Year 1,Monsoon Water Year 1,NA,0.211437529,0.710858986,2.43300652,0.847945914,1.366404775,0.874581331,4.093003537,2.847239594,4.253309139,200.5854928,3.259375148,0.064501447,17.17310283,0.030806715,1.59364435,1.005722664,1.054373448,7.661935926,3.244536573,1.670868346,1.855091757,2.695696242
177,"IW.3.4,5,6.DM",G418IWA32-20200225,G418,Globe/Miami,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,23.81,0.730354158,2.660353646,1.269848849,8.75600845,0.94215241,2.046626207,1.980045841,1.352352248,2.227643945,1.212089827,1.275786102,0.182885548,1.37548376,0.559856552,1.526890425,0.279108973,2.568247801,2.270725945,3.232190544,1.376743254,1.555920423,1.843709736
178,IW.2.1.DM,H220IWA21-20181211,H220,Hayden/Winkelman,A,First Winter,First,Winter,Water Year 2,Winter Water Year 2,100.9,0.339797272,0.537145505,0.800556883,0.43229023,1.226500818,0.456784636,2.627565135,1.207220355,21.48562317,4.676012758,10.3485161,0.204488903,7.932337975,0.053609916,34.36278026,0.132018544,1.351237726,3.892248594,3.197621661,1.41921218,1.921028853,2.683411088
179,"IW.3.4,5,6.DM",T009IWA32-20200225,T009,Tucson,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,30.15,2.559891323,0.626930001,1.145251459,1.122000038,0.384664937,0.364368777,1.047106858,1.593854025,9.810396455,19.00666892,1.495979116,0.182885548,9.056767327,0.584003409,1.372539576,1.274597641,1.287555857,2.086884051,3.197621661,1.490168672,1.495984842,2.059048771
180,IW.1.2.DM,G413IWA12-20180220,G413,Globe/Miami,A,Last Winter,Last,Winter,Water Year 1,Winter Water Year 1,37.01,0.652206263,6.087779179,1.329536222,0.507561544,3.989958699,2.721935843,6.146321298,1.924512373,5.773493121,11.44931312,1.290416252,0.127219759,0.758069825,0.085682394,2.241467257,1.52393499,0.870191757,2.989752021,3.190214043,1.592109756,2.027319807,2.538610596
181,IW.3.2.DM,D308IWA31-20191210,D308,Dewey-Humboldt,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,21.92,1.168566653,0.529533341,1.044529018,1.401460388,0.659222906,0.513581882,1.269308216,1.337925618,3.07509976,31.60495905,1.833398521,0.125733814,0.839846505,0.272625799,0.567549199,0.678234803,0.483905933,1.165074794,3.192683249,1.032940853,1.252040331,1.673182468
182,IW.2.2.DM,T163IWA21-20181204,T163,Tucson,A,First Winter,First,Winter,Water Year 2,Winter Water Year 2,67.72,0.076687187,0.571497834,1.796589911,0.274885851,0.390482444,1.378536561,2.138517668,1.82727689,6.131497785,11.36030786,1.34041803,0.148594507,6.795642121,0.164451777,0.478262302,16.39300032,0.540723887,4.007381902,3.133422307,1.210293648,0.999019129,1.153704006
183,IW.2.3.DM,H214IWA22-20190226,H214,Hayden/Winkelman,A,Last Winter,Last,Winter,Water Year 2,Winter Water Year 2,38.37,25.59891323,0.505525748,13.03422996,9.868443624,0.618926026,0.540536508,2.051613763,1.416695015,13.18205232,2.550405298,19.33402077,0.073291383,4.26465387,6.437863517,7.199284128,1.189004223,0.92205244,0.322781799,3.11366866,2.400326841,2.149121157,3.312360623
184,IW.1.3.DM,T153IWA13-20180619,T153,Tucson,A,First Monsoon,First,Monsoon,Water Year 1,Monsoon Water Year 1,2.75,0.094580863,0.395051781,10.23638438,2.098031946,2.219166218,0.913328605,11.09132391,11.86446008,9.858486634,18.22180435,15.94501138,1.437937618,154.8032555,5.30646645,4.579826288,0.258734018,2.694086223,26.39523927,3.111199454,3.9228269,3.142958965,3.775750469
185,"IW.3.4,5,6.DM",T039IWA32-20200303,T039,Tucson,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,40.32,0.730354158,0.592187305,0.664395065,3.514047561,0.114931243,0.522005203,1.002632507,0.759706308,22.17224406,11.62732364,0.759286256,0.182885548,8.786904282,0.663649089,1.531678681,4.329910527,1.094222281,2.657722418,3.10132263,1.397313717,1.303318545,1.693204394
186,"IW.3.4,5,6.DM",T169IWA32-20200218,T169,Tucson,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,42.76,0.730354158,0.787566175,1.883882693,1.649315104,0.075343815,0.406004047,0.951001363,1.322633391,5.354039896,2.998668158,3.024181601,0.182885548,9.747780274,0.389465428,0.997083952,1.858865757,1.207095533,0.99608881,3.091445806,1.156999415,1.003500789,1.271910103
187,IW.3.1.DM,T141IWA31-20191203,T141,Tucson,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,48.52,0.766871866,0.856856383,0.529725431,0.525859543,0.363665154,1.674556109,0.866483055,1.148648239,2.22817828,8.835795003,0.296306832,0.193972984,3.680768374,3.729131469,1.134253411,0.256501146,0.839494808,2.557445021,3.049469306,1.064552242,1.070325851,1.200269693
188,IW.2.6.DM,T109IWA24-20190910,T109,Tucson,A,Last Monsoon,Last,Monsoon,Water Year 2,Monsoon Water Year 2,46.62,0.292141663,0.669089677,1.5503795,1.091641994,7.331478163,3.04202202,2.837156906,5.346508886,8.338302652,13.7715413,1.89821564,0.342910402,17.26305718,0.331045613,2.007406024,3.38094002,0.809941845,5.162428956,3.017369629,2.228463428,2.329446855,2.706191327
189,IW.2.6.DM,H214IWA24-20190917,H214,Hayden/Winkelman,A,Last Monsoon,Last,Monsoon,Water Year 2,Monsoon Water Year 2,178.1,0.714103778,0.92712251,4.322857951,1.154853264,0.941301067,1.715228714,4.803570762,7.221970718,103.3938842,1.507425466,26.72317238,0.503163863,25.78009842,0.331045613,10.74822701,0.872494648,4.598822343,8.839266846,3.005023599,3.192689758,3.292048365,4.14348997
190,IW.3.3.DM,T006IWA31-20191217,T006,Tucson,A,First Winter,First,Winter,Water Year 3,Winter Water Year 3,41.52,0.328659371,0.312684266,1.044529018,0.275093782,0.201768182,0.489755919,0.61412093,1.155284489,9.455063468,8.204666789,2.037109468,0.089156704,6.24364953,0.105155665,0.957651253,0.534121537,3.186000056,3.381948063,2.990208364,0.941108605,0.938862129,1.233799367
191,IW.2.4.DM,G412IWA23-20190716,G412,Globe/Miami,A,First Monsoon,First,Monsoon,Water Year 2,Monsoon Water Year 2,NA,0.894866432,0.938443164,0.772951473,1.631017105,6.508513709,0.454618639,9.38221377,3.133463923,2.484659233,22.62351907,1.703764282,0.548656643,2.059954573,0.467358513,4.157333088,128.3901274,0.376180617,6.224626569,2.965516305,2.403849281,2.302805377,3.040500693
192,IW.1.7.DM,G425IWA14-20180925,G425,Globe/Miami,A,Last Monsoon,Last,Monsoon,Water Year 1,Monsoon Water Year 1,61.13,0.619522914,2.449555264,1.316106563,0.233507421,3.016590396,0.202689157,2.314029477,2.581212547,13.45990668,1.929795887,2.201930143,0.043983974,3.126731366,0.213621787,4.624892229,2.300788297,0.490579183,8.5310067,2.940824246,1.366042525,1.479852168,2.440728066
193,IW.2.3.DM,T169IWA22-20190219,T169,Tucson,A,Last Winter,Last,Winter,Water Year 2,Winter Water Year 2,65.79,0.213080826,0.212555034,2.022655834,17.95491165,0.121415635,0.653409002,1.738078105,3.12192262,7.168108303,5.693909289,0.947441094,0.057631808,10.51648107,0.214205985,2.423984319,1.121087706,0.866950464,3.202562942,2.874155686,1.256939854,1.193913716,1.661255545
194,IW.2.4.DM,T164IWA23-20190716,T164,Tucson,A,First Monsoon,First,Monsoon,Water Year 2,Monsoon Water Year 2,44.74,0.180762654,0.452630969,2.474787681,0.706968148,0.736127515,1.079388351,1.69650055,1.846031508,5.009393615,4.05378507,1.703764282,0.942660694,25.01957529,0.467358513,1.18298096,2.412431886,12.6982408,4.557050597,2.864278862,1.790807906,1.334870887,1.404628804
195,"IW.3.4,5,6.DM",T120IWA32-20200303,T120,Tucson,A,Last Winter,Last,Winter,Water Year 3,Winter Water Year 3,31.99,0.730354158,0.804156788,2.339745001,0.495501499,0.195383113,0.696969602,1.002462107,0.948983687,6.099437666,2.654784195,1.925994406,0.182885548,11.15842801,0.389465428,1.38098944,1.04758901,1.268870758,3.50710911,2.856871244,1.214621643,1.087284691,1.331309496
196,IW.2.4.DM,T109IWA23-20190716,T109,Tucson,A,First Monsoon,First,Monsoon,Water Year 2,Monsoon Water Year 2,81.78,0.339249506,1.0229577,1.770476686,0.706968148,9.500982733,14.65176429,6.195737244,5.77930777,4.70749416,12.19372076,5.559456929,0.548656643,56.87568105,0.467358513,2.583123425,3.240455171,1.304906307,8.571860454,2.844525215,3.13508817,3.072720693,3.117981936
197,IW.1.3.DM,H215IWA13-20180619,H215,Hayden/Winkelman,A,First Monsoon,First,Monsoon,Water Year 1,Monsoon Water Year 1,35.95,0.107307285,0.889647243,0.822193556,0.255756124,3.025103821,0.727774888,4.593978991,1.176058835,19.13187609,78.97194069,6.231703053,0.273070983,7.43758906,0.758289187,22.86251536,9.368757844,7.811515398,68.78286638,2.81736395,2.994530768,2.82207911,3.947155646
